Year,Area,St,St 2
2012,,"Worlds End Lane, Quinton",
2012,,Wychal Lane,
2012,,Wychal Lane,
2012,,Wychal Lane,
2012,,"Wychall Rd, Kings Norton",
2012,,Ymca Stone Rd,
2012,,York Ph York Rd,
2012,,"A38 Expressway, Birmingham",
2012,,Aberdeen St Winson Green,
2012,,Adcadian Centre Ladywell Walk,
2012,,Alexander Ave,
2012,,"Alley Way Off Arcadian Palace, Hurst St",
2012,,Applewood Grove Cradley Heath,
2012,,"Arca Bar, City Centre",
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre,
2012,,Arcadian Centre Ladywell Walk,
2012,,"Arcadian Centre, Birmingham",
2012,,"Arcadian Centre, City Centre",
2012,,"Arcadian Centre, City Centre, Birmingham",
2012,,"Arcadian Centre,City Centre",
2012,,Arcadian City Centre,
2012,,"Arcadian,",
2012,,"Arcadian, Birmingham",
2012,,"Arcadian, Birmingham",
2012,,"Arcadian, City Centre",
2012,,"Arcadian, City Centre",
2012,,"Arcadian, City Centre",
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,Arcadian,
2012,,"Arka Bar, Arcadian Bar",
2012,,"Aston Hotel, Witton Lane",
2012,,Aston Police Station,
2012,,"Aston St, City Centre",
2012,,"Bacchus Rd, Winson Green",
2012,,"Bar Risa, BRd St, Birmingham",
2012,,Bennetts Hill,
2012,,"Berkeley St, Birmingham",
2012,,"Berkeley St, Birmingham City Centre",
2012,,"Berkley St, Birmingham",
2012,,Bham Central Front Office,
2012,,"Bierton Rd, Yardley",
2012,,Birchfield Lane Oldbury,
2012,,"Birkley Rd, City Centre",
2012,,"Birkley St, City Centre",
2012,,Birmingham Central Police Station,
2012,,Birmingham Central Ps,
2012,,Birmingham Central Ps,
2012,,Birmingham Hippodrome,
2012,,Birmingham Magistrates Court,
2012,,Birmingham New St Station,
2012,,Birmingham New St Station,
2012,,Birmingham New St Station,
2012,,Bishopgate St,
2012,,Bishopgate St,
2012,,Bishopgate St,
2012,,"Bliss, BRd St",
2012,,Borad St,
2012,,Borad St,
2012,,Bordesley Park Rd,
2012,,Bp Waterlane Middleway,
2012,,Bp Waterlane Middleway,
2012,,Bp Waterlane Middleway,
2012,,"BRd St, Birmingham",
2012,,"BRd St, City Centre",
2012,,"Brass House, BRd St",
2012,,Bridge St Junction BRd St,
2012,,Bristol Rd,
2012,,Bristol St,
2012,,"Bristol St, City Centre",
2012,,BRd St,
2012,,"BRd City, Birmingham",
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St Bham,
2012,,BRd St Birmingham,
2012,,BRd St City Centre,
2012,,BRd St City Centre,
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St,
2012,,BRd St (OS Obar),
2012,,BRd St Birmingham,
2012,,BRd St City Centre,
2012,,BRd St Near Gatecrashers,
2012,,BRd St OS Flares,
2012,,"BRd St,",
2012,,"BRd St,",
2012,,"BRd St,",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, Birmingham",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre",
2012,,"BRd St, City Centre, Birmingham",
2012,,"BRd St, City Centre",
2012,,"BRd St, OS Big Bites",
2012,,"BRd St,City Centre",
2012,,Bromsgrove St,
2012,,"Bromsgrove St, Birmingham",
2012,,"Bromsgrove St, City Centre",
2012,,Bull Ring,
2012,,"Canalside, Ramada Mailbox",
2012,,Carrs Lane City Centre,
2012,,"Carrs Lane, Birmingham",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Carrs Lane, City Centre",
2012,,"Chamberlain Square, Birmingham",
2012,,"Chamberlain Square, Birmingham",
2012,,"Chamberlain Square, Birmingham",
2012,,"Chamberlain Square, City Centre",
2012,,Churchill Rd,
2012,,City Hospital,
2012,,City Hospital,
2012,,"City Hospital, Birmingham",
2012,,"City Hospital, Birmingham",
2012,,"City Hospital, Birmingham",
2012,,"City Hospital, Dudley Rd",
2012,,"City Hospital,Dudley Rd",
2012,,Colmore Row,
2012,,"Colmore Row, City Centre",
2012,,Constitution Hill,
2012,,"Coopers Rd, Handsworth",
2012,,Corporation St,
2012,,Corporation St,
2012,,"Coxwell Rd, Ladywood",
2012,,Dale End,
2012,,Dale End,
2012,,"Dale End, City Centre",
2012,,Digbeth Coach Station,
2012,,Digbeth Coach Station,
2012,,"Digbeth Coach Station, City Centre",
2012,,"Digbeth Coach Station, City Centre",
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Digbeth High St,
2012,,Dudley Rd,
2012,,"Dyas Ave, Great Barr",
2012,,"Edgbaston St, Birmingham",
2012,,"Essex St, City Centre",
2012,,"Felstone Rd,Great Barr",
2012,,"Fiveways, BRd St",
2012,,"Flare, BRd St",
2012,,Fletchers Walk,
2012,,Garrison Lane,
2012,,Gas St,
2012,,Gas St City Centre,
2012,,"Gas St, Birmingham",
2012,,Gas St,
2012,,Gas St,
2012,,"Gas St, City Centre",
2012,,"Gas St, City Centre",
2012,,Gatecrashers,
2012,,Grange Rd,
2012,,"Granville St, City Centre",
2012,,"Granville St, Off BRd St, Birmingham",
2012,,Great Colmore St,
2012,,"Great Hampton St, Birmingham",
2012,,"Great Hampton St, Birmingham",
2012,,Guild Close,
2012,,Guild Close,
2012,,Guild Close,
2012,,Hagley Rd,
2012,,"Handsworth New Rd, Birmingham",
2012,,Handsworth Wood Rd,
2012,,Hawthorns Football Ground,
2012,,"Heathfield Ave, Handsworth",
2012,,"Heathfield Rd, Lozells",
2012,,High St,
2012,,"High St, Digbeth",
2012,,"High St, Digbeth",
2012,,Highgate St,
2012,,Hill St,
2012,,"Hill St, City Centre",
2012,,"Holiday St, Handsworth",
2012,,"Holiday St, Handsworth",
2012,,Holloway Head,
2012,,"Hollyhead Rd, Handsworth, Birmingham",
2012,,"Holte End, Villa Park",
2012,,Home Address,
2012,,Home Address,
2012,,Home Address,
2012,,Horsefair St,
2012,,"Horsefair, Birmingham",
2012,,"Horsefair, City Centre",
2012,,"Horsefair, City Centre",
2012,,Horsefairs,
2012,,Hurst St,
2012,,"Hurst St, Birmingham",
2012,,"Hurst St, Birmingham",
2012,,"Hurst St, Birmingham",
2012,,"Hurst Steet, Birmingham",
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,Hurst St,
2012,,"Hurst St, Birmingham City Centre",
2012,,"Hurst St, City Centre",
2012,,Hursyt St,
2012,,Husrt St,
2012,,Icknield Port Rd,
2012,,Icknield St,
2012,,Island Apartments,
2012,,Islington Row City Centre,
2012,,Ivy Rd,
2012,,"Ivy Rd, Handsworth",
2012,,John Bright St,
2012,,"Kerryman Public House, Digbeth",
2012,,Kings Rd,
2012,,Kings Standing Rd,
2012,,"Kingstanding Rd,Kingstanding",
2012,,Ladywell Walk,
2012,,Ladywell Walk,
2012,,Ladywell Walk,
2012,,Ladywell Walk,
2012,,Ladywell Walk,
2012,,Ladywell Walk,
2012,,Ladywell Walk,
2012,,Ladywell Walk Arcadian,
2012,,"Ladywell Walk,",
2012,,"Ladywell Walk, City Centre",
2012,,"Ladywell Walk, City Centre",
2012,,"Ladywell Walk, City Centre",
2012,,"Ladywell Walk, OS Ibis Hotel, City Centre",
2012,,"Ladywell Walk, OS Ibis Hotel, City Centre",
2012,,"Ladywell Walk, OS Ibis Hotel, City Centre",
2012,,"Ladywell Walk, OS Sense Nightclub",
2012,,"Ladywell Walk,City Centre",
2012,,Ladywood ( Rd Name UK ),
2012,,"Landon St, Highgate",
2012,,"Livery St, City Centre",
2012,,Lodge Rd,
2012,,Lodge Rd,
2012,,"Lozells Rd, Birmingham",
2012,,"Ludgate Hill, Birmingham",
2012,,"Main Concourse, Bham New St",
2012,,"Main Concourse, New St Station",
2012,,"Mcdonald St, Highgate",
2012,,Mcdonalds Aaiya Small Heath,
2012,,Mcdonalds Aaiya Small Heath,
2012,,"Mcdonalds, Cherry St, Birmingham",
2012,,"Mcdonalds, Cherry St, Birmingham",
2012,,"Mcdonalds, Cherry St, Birmingham",
2012,,"Mcdonalds, Cherry St, Birmingham",
2012,,Middleway View,
2012,,"Mono Bar, Arcadian",
2012,,NK,
2012,,Navigation St,
2012,,Nechells Park Rd,
2012,,Nechells Park Rd,
2012,,Nechells Park Rd,
2012,,Nechells Park Rd,
2012,,Nechells Park Rd,
2012,,New St,
2012,,New St,
2012,,New St,
2012,,New St,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Stn,
2012,,New St,
2012,,New St,
2012,,New St,
2012,,New St,
2012,,New St,
2012,,New St,
2012,,New St Railway Station,
2012,,New St Railway Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,New St Station,
2012,,"New St Station, Birmingham",
2012,,"New St Station, Birmingham",
2012,,New St Station,
2012,,"New St, Birmingham",
2012,,"New St, City Centre",
2012,,"New St, City Centre",
2012,,"New St, City Centre",
2012,,"New St, City Centre",
2012,,"New St, City Centre",
2012,,"New St, City Centre",
2012,,"Newtown Drive, Newtown",
2012,,Ninehva Rd,
2012,,"Nineva Rd, Handlworth",
2012,,"Ninevah Rd, Birmingham",
2012,,"Niniva Rd, Handsworth",
2012,,OS Bliss Nightclub,
2012,,"OS Bliss, BRd St",
2012,,"OS Gatecrasher, BRd St",
2012,,"OS Gatecrasher, BRd St",
2012,,"OS Gatecrasher, BRd St",
2012,,"OS Gatecrasher, BRd St",
2012,,"OS Gatecrasher, BRd St",
2012,,OS New St Train Station,
2012,,"OS Ricco, BRd St",
2012,,"OS St Martins Hospital, Bull Ring Area",
2012,,"OS St Martins Hospital, Bull Ring Area",
2012,,OS Thornhill Rd Police Station,
2012,,OS Walkabout BRd St,
2012,,"OS Walkabout, BRd St",
2012,,"OS Walkabout, BRd St, Birmingham",
2012,,"O2 Acadamy,Bristol St",
2012,,"O2 Academy, Birmingham",
2012,,Old Snow Hill,
2012,,"Outside Arcadia Centre, City Centre",
2012,,"Outside Bliss,BRd St",
2012,,Outside The Village Ph Digbeth,
2012,,"Oxford St, Digbeth",
2012,,"Oxhill Rd, Handsworth, Birmingham",
2012,,"Paradise Circus, Birmingham",
2012,,"Paradise Circus, City Centre",
2012,,Paradise Forum,
2012,,Paradise Forum,
2012,,Park Rd,
2012,,Park St,
2012,,Park St,
2012,,Peel St,
2012,,"Pershore St, City Centre",
2012,,"Pershore St, City Centre",
2012,,Pic'S HA,
2012,,"Platform 7, Birmingham New St",
2012,,Princip St,
2012,,Prior Queens Way,
2012,,Priory Queensway,
2012,,Priory Square,
2012,,"Putney Rd, Handsworth",
2012,,Queens Way,
2012,,"Queens Way, Birmingham City Centre",
2012,,"Queslett Rd, Great Barr",
2012,,"Rainbow Bar, Digbeth, Birmingham",
2012,,Rainbow Warehouse Club,
2012,,Rainbow Warehouse Club,
2012,,"Rea St, Digbeth",
2012,,"Rea St, City Centre",
2012,,"Reception Area Of Ibis Hotel, Ladywell Walk",
2012,,"Richmond Rd, Stechford",
2012,,"Rococco, BRd St, Birmingham",
2012,,Rookery Rd,
2012,,"Rushden St, Ladywood",
2012,,Sainsbury Oldbury,
2012,,Sandon Rd,
2012,,Sheepcote St Back Of Brindley Place,
2012,,Sherlock St,
2012,,"Sherlock St, Birmingham",
2012,,"Small Brook, Queensway",
2012,,Smallbrook Queensway,
2012,,Smallbrook Queensway,
2012,,Smallbrook Queensway,
2012,,Smallbrook Queensway,
2012,,Smallbrook Queensway,
2012,,Smallbrook Queensway,
2012,,"Smallbrook Queensway, Birmingham",
2012,,Soho Rd,
2012,,Soho Rd,
2012,,Soho Rd,
2012,,Soho Rd,
2012,,"Soho Rd, Handsworth",
2012,,Spical St,
2012,,"Spiceal St, Bullring",
2012,,Springhill Winson Green,
2012,,St Johns Walk,
2012,,"St Martins Church, Bullring",
2012,,"St Martins Church, Bullring",
2012,,St Martins Queensway,
2012,,"St Martins Square, City Centre",
2012,,St Phillips Cathedral,
2012,,"St Phillips Churchyard, Temple Row",
2012,,Star City,
2012,,"Star City, Birmingham",
2012,,Stealhouse Lane,
2012,,Steelhouse Lane,
2012,,Steelhouse Lane,
2012,,Steelhouse Lane City Centre,
2012,,Steelhouse Lane Police Station,
2012,,"Suffolk St Queensway, City Centre",
2012,,"Summer Row, Birmingham",
2012,,"Summer Row, Birmingham",
2012,,"Summer Row,City Centre",
2012,,Tanhouse Fish Bar,
2012,,"Tescos, Aston",
2012,,"Tescos, New St",
2012,,Tew Park Rd Handsworth,
2012,,The Arcadian Centre,
2012,,"The Bullring,",
2012,,"The Review Bar, Arcadian, Birmingham",
2012,,"Thimblemill Rd, Smethwick",
2012,,"Three Shires Oak Rd, Bearwood",
2012,,Union Passage,
2012,,"Union St, City Centre",
2012,,Upper Bull St OS Priory Court,
2012,,Upper Dean St,
2012,,"Upper Dean St, Birmingham",
2012,,"Vauxhall Rd, Neachells",
2012,,"Vauxhall Rd, Neachells",
2012,,"Vicarage Rd,Handsworth",
2012,,"Vicarge Rd, Edgbaston",
2012,,Victoria Square,
2012,,Victoria Square,
2012,,Victoria Square,
2012,,"Victoria Square Step, Birmingham",
2012,,Victoria Square City Centre,
2012,,"Villa Rd,Lozells",
2012,,"Wallface, West Bromwich",
2012,,Waters St,
2012,,"Waverhill Park, Handsworth",
2012,,Waverly Hill Park,
2012,,"Wellington Crescent, Handsworth, Birmingham",
2012,,"West Ave, Handsworth Wood",
2012,,Whitmore St,
2012,,"Whitmore St, Bordesley Green",
2012,,Whitomore St,
2012,,Willes Rd,
2012,,Winson St,
2012,,Winson St,
2012,,"Witton Lodge Rd, Erdington",
2012,,"Wright St,Small Heath",
2012,,Wrottesley St,
2012,Coventry,Gosford St,
2012,,Albany Ph,
2012,,"Allard Way, Coventry",
2012,,"Allesley Old Rd,Coventry",
2012,,Allton Rd,
2012,,Ansty Rd,
2012,,"Arena Park, Coventry",
2012,,Beake Avneue,
2012,,Beake Avneue,
2012,,Beake Avneue,
2012,,Bedlam Lane,
2012,,Bedlam Rd,
2012,,Birmingham International,
2012,,Birmingham International Railway Station,
2012,,Blackberry Lane,
2012,,Bowers Close,
2012,,Britannia Hotel,
2012,,BRd Park Rd,
2012,,BRdgate,
2012,,"Calcott House, Chace Ave, Coventry",
2012,,Car Park Arena Park,
2012,,Carmelite Rd,
2012,,"Chace Ave Police Staion, Front Office",
2012,,Clay Lane,
2012,,Concourse Sky Dome,
2012,,Corporation St,
2012,,Corporation St,
2012,,Corporation St,
2012,,Corporation St,
2012,,Coundon Wedge Drive Coventry,
2012,,Coventry Central Police Station,
2012,,Coventry Central Police Station,
2012,,Coventry Oak Ph,
2012,,Cox St Coventry,
2012,,Croft Rd,
2012,,Croft Rd,
2012,,Croft Rd Coventry,
2012,,Cross Cheaping,
2012,,Cvfo,
2012,,Cvfo,
2012,,Cvfo,
2012,,Cvfo,
2012,,Denham Ave,
2012,,Earlsdon St,
2012,,Elliman Gardens,
2012,,"Ellys Rd,Radford",
2012,,Far Gosford St,
2012,,Far Gosford St,
2012,,Flying Standard,
2012,,"Flying Standard, Trinity St, Coventry",
2012,,Foleshill Rd,
2012,,Foleshill Rd,
2012,,Foleshill Rd,
2012,,"Foleshill Rd, Coventry",
2012,,Front Office,
2012,,Front Office,
2012,,"Front Office Car Park,Little Park St,Coventry",
2012,,"Front Office, Little Park St, Coventry",
2012,,Gosford St,
2012,,Gosford St,
2012,,"Gosford St, Coventry",
2012,,Grangemouth Rd,
2012,,Hale St,
2012,,Hale St,
2012,,Hales St,
2012,,Hales St,
2012,,Hampton Rd Coventry,
2012,,"Harnall Lane West, Coventry",
2012,,Harnell Lane East,
2012,,Harnell Lane East,
2012,,"Harper Rd, Coventry",
2012,,"Harper Rd, Coventry",
2012,,Heath Rd,
2012,,Hersal Common,
2012,,Hertford St,
2012,,Hollybush Ph,
2012,,Hollybush Ph,
2012,,"Holyhead Rd, Coventry",
2012,,Homer Rd,
2012,,Jardine Crescent,
2012,,Jordan Well,
2012,,Jtn 5 Coventry Ring Rd,
2012,,Jubilee Crescent,
2012,,Kasbah,
2012,,"Kasbah Night Club, Coventry",
2012,,"Kenilworth Rd,Coventry",
2012,,"King William St, Coventry",
2012,,Little Park St,
2012,,"Little Park St,Coventry",
2012,,Little Park St,
2012,,Little Park St,
2012,,Little Park St,
2012,,Little Park St,
2012,,"Little Park St, City Centre",
2012,,Longford,
2012,,Longford Rd,
2012,,Lower Ford St,
2012,,Lower Ford St,
2012,,"Lower Holyhead Rd, Coventry",
2012,,Lyndale Rd,
2012,,Ma Front Office,
2012,,Mafo,
2012,,Mafo,
2012,,"Market Way, Coventry",
2012,,Marlcroft,
2012,,Masser Rd,
2012,,Masser Rd,
2012,,Masser Rd,
2012,,Masser Rd,
2012,,Masser Rd,
2012,,Mb Front Office,
2012,,Mcfo,
2012,,Meadow St,
2012,,Middlemarch Rd,
2012,,"Middlemarch Rd,Radford,Coventry",
2012,,Mile Lane,
2012,,Mile Lane,
2012,,Millennium Place,
2012,,Moore St,
2012,,Murray Rd,
2012,,New Union St,
2012,,New Union St,
2012,,New Union St,
2012,,Outside Cvfo,
2012,,"Oxford St, Coventry",
2012,,Penny Park Lane,
2012,,"Pensilva Close, Hillfields",
2012,,Pool Meadow Bus Station,
2012,,Pool Meadow Bus Station,
2012,,Pool Meadow Bus Station,
2012,,"Pool Meadow Bus Station, Coventry",
2012,,Pool Meadow Bus Station,
2012,,"Pool Meadow Police Station, Coventry",
2012,,Primrose Hill St Coventry,
2012,,Primrose Hill St,
2012,,Primrose Hill St,
2012,,Primrose Hill St,
2012,,Priory Hall,
2012,,Quarry Wood Grove,
2012,,Quinton Rd,
2012,,Raglan St,
2012,,Ramada Hotel,
2012,,"Rear Of Clique, Hale St",
2012,,"Rear Yard, Coventry Central Police Station",
2012,,Ricoh Arena,
2012,,Ricoh Arena,
2012,,Riley Square,
2012,,Ringway Queens,
2012,,"Roseberry Ave, Coventry",
2012,,"Samuel Vale House, St Nicholas St",
2012,,"Samuel Vale House, St Nicholas St",
2012,,Sewall Highway,
2012,,Sewell Highway,
2012,,Sky Dome,
2012,,Sky Dome,
2012,,Sky Dome,
2012,,Sky Dome,
2012,,Sky Dome,
2012,,Sky Dome,
2012,,"Sky Dome, Coventry",
2012,,Skydome,
2012,,Skydome,
2012,,Skydome,
2012,,Skydome Carpark,
2012,,Skydome Carpark,
2012,,Skydome Carpark,
2012,,Skydome Complex,
2012,,Skydome Complex,
2012,,Skydome Complex,
2012,,Skydome Complex,
2012,,Skydome Concourse,
2012,,Skydome Concourse,
2012,,Skydome Concourse,
2012,,Skydome Concourse,
2012,,Skydome Concourse,
2012,,Skydome Concourse,
2012,,Skydome Concourse,
2012,,"Skydome Concourse,Coventry",
2012,,"Skydome Concourse,Coventry",
2012,,"Skydome Concourse, Coventry City Centre",
2012,,"Skydome Concourse, Coventry",
2012,,Skydome Concourse,
2012,,Skydome Coventry,
2012,,Somerset Rd,
2012,,Spon St Coventry,
2012,,Spon St,
2012,,Spon St,
2012,,Spon St,
2012,,Spon St,
2012,,Spon St,
2012,,"Spon St, Coventry",
2012,,"Spon St, Coventry",
2012,,"Spon St, Coventry",
2012,,"Spon St, Coventry",
2012,,St Patricks Rd,
2012,,"St Thomas Rd, Longford, Coventry",
2012,,"Station Square, Coventry",
2012,,"Station Square, Coventry",
2012,,"Station Square, Coventry",
2012,,Stoney Stanton Rd,
2012,,Stoney Stanton Rd,
2012,,Stoney Stanton Rd,
2012,,Stoney Stanton Rd,
2012,,Stoney Stanton Rd,
2012,,Stoney Stanton Rd,
2012,,Tamworth Rd,
2012,,"Tanyard Close,Tanyard Farm,Coventry",
2012,,Tarquin Close,
2012,,Taxi Rank Train Station Coventry,
2012,,The Burges,
2012,,The Burgess,
2012,,The Burgess,
2012,,The Butts,
2012,,"The Castle Pub, Little Park St,Coventry",
2012,,The Chesils,
2012,,The Flying Standard Public House,
2012,,The Grapes Ph OS,
2012,,Trafalgar House,
2012,,Trinity St,
2012,,Trinity St,
2012,,Trinity St,
2012,,Trinity St,
2012,,Uhcw,
2012,,University Hospital,
2012,,University Hospital Coventry,
2012,,"Unniversity Hospital, Coventry",
2012,,Upper Spon St,
2012,,Victoria St,
2012,,Wallace Rd,
2012,,Walsgrave Hospital,
2012,,Walsgrave Rd,
2012,,Walsgrave Rd,
2012,,Warwick Rd,
2012,,Warwick Row Coventry,
2012,,West Ave,
2012,,Willenhall Lane,
2012,,Willenhall Lane,
2012,,Windsor St,
2012,,Windsor St,
2012,,Winsor St,
2012,,"Woodway Lane,Coventry",
2012,,Wyken Croft,
2012,,Yardley St,
2012,Dudley,Hagley Rd Halesowen,
2012,,Bachelor Close,
2012,,"Bearwood Rd, Bearwood",
2012,,"Bell St, Stourbridge",
2012,,"Bhan Rd,",
2012,,Bhps Front Office,
2012,,Birmingham New Rd,
2012,,"Birmingham St, Stourbridge",
2012,,"Birmingham St, Stourbridge",
2012,,"Bridfgnorth Rd, Stourbridge",
2012,,Brierley Hill High St,
2012,,Bus Station Dudley,
2012,,"Bus Station, Merry Hill Centre",
2012,,"Castle Hill, Dudley",
2012,,"Castle Hill, Dudley",
2012,,Charles Ave,
2012,,"Church St, B Hill",
2012,,"Church St, Stourbridge",
2012,,Cinder Bank Dudley,
2012,,Clifton Ph Sedgley,
2012,,Clydesdale Tower,
2012,,Cobden St,
2012,,Corbett Crescent Stourbridge,
2012,,Coventry St,
2012,,"Delph Rd, B Hill",
2012,,Dingle Rd Dudley,
2012,,Dudley Bus Station,
2012,,Dudley High St,
2012,,Dudley Police Station,
2012,,"Envill St, Stourbridge",
2012,,Enville St Stourbridge,
2012,,Front Office Brierley Hill Police Station,
2012,,Gaimage St,
2012,,Hagley Rd,
2012,,Hagley Rd Stourbridge,
2012,,Halesowen Bus Station,
2012,,Halesowen Bus Station,
2012,,Halesowen Police Station,
2012,,Hall St Dudley,
2012,,"Harvester, Hagley Rd",
2012,,"High St, Brierley Hill",
2012,,High St Bhill,
2012,,High St Dudley,
2012,,High St Stourbridge,
2012,,High St Stourbridge,
2012,,"High St, B Hill",
2012,,"High St, Lye",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,High St,
2012,,High St,
2012,,High St,
2012,,High St,
2012,,High St,
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,High St Brierley Hill,
2012,,High St Brierley Hill,
2012,,High St Brierley Hill,
2012,,High St Stourbridge,
2012,,High St Stourbridge,
2012,,High St Stourbridge,
2012,,High St Stourbridge,
2012,,High St Stourbridge,
2012,,"High St, Dudley",
2012,,"High St, Lye",
2012,,"High St, Lye",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"High St, Stourbridge",
2012,,"Highland Rd, Dudley",
2012,,"Hill St, Brierley Hill",
2012,,Hillside Rd,
2012,,Home Address,
2012,,"Level St, Brierley Hill",
2012,,Lye High St,
2012,,Malvern Crescent,
2012,,"Market St, Kford",
2012,,Merry Hill,
2012,,New St,
2012,,New St Dudley,
